id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
12531,2,0,1,0,0,0,0,141,2017,9,4,0,0,0,0,90.0,1,0
12532,2,0,0,2,0,0,1,172,2018,10,28,1,0,0,0,104.4,0,1
12533,2,0,1,2,0,0,1,19,2018,2,22,0,0,0,0,48.67,0,0
12534,2,0,2,4,0,0,0,98,2018,5,9,2,0,0,0,119.85,0,0
12535,2,0,0,4,0,0,1,6,2017,9,28,1,0,0,0,136.75,0,0
12536,2,0,1,4,1,0,0,91,2018,5,9,1,0,0,0,68.04,1,0
12537,1,0,0,1,0,0,0,0,2018,3,16,0,0,0,0,64.4,0,0
12538,2,0,2,2,0,0,0,164,2018,8,27,1,0,0,0,96.3,0,1
12539,2,2,2,3,0,0,3,13,2018,4,18,1,0,0,0,191.5,1,0
12540,3,0,2,0,0,0,1,72,2018,9,18,1,0,0,0,168.3,1,0
12541,2,0,0,4,0,0,0,108,2018,5,24,1,0,0,0,111.78,0,1
12542,2,0,1,2,0,0,0,38,2018,5,22,0,0,0,0,72.0,0,1
12543,2,0,1,3,0,0,0,109,2018,12,3,1,0,0,0,72.25,0,0
12544,1,0,1,2,0,0,0,32,2018,7,18,0,0,0,0,85.0,0,0
12545,2,0,2,2,1,0,0,99,2018,12,2,1,0,0,0,74.8,1,0
12546,2,0,0,4,0,0,0,155,2018,11,16,1,0,0,0,76.58,1,1
12547,2,0,0,2,0,0,0,254,2018,8,9,1,0,0,0,106.0,0,1
12548,2,1,2,2,0,0,1,11,2018,4,23,1,0,0,0,141.5,2,0
12549,2,1,0,4,0,0,0,132,2018,12,30,2,0,0,0,100.3,2,0
12550,2,1,2,1,0,0,0,20,2018,9,17,1,0,0,0,87.53,2,0
12551,1,0,2,2,0,0,0,99,2017,10,30,1,0,0,0,65.0,0,0
12552,2,0,0,4,1,0,0,177,2018,7,27,1,0,0,0,80.75,2,1
12553,2,0,1,1,0,0,0,166,2018,6,26,1,0,0,0,96.3,1,0
12554,2,0,1,3,1,0,0,51,2017,12,5,1,0,0,0,63.75,1,0
12555,2,0,1,2,0,0,0,81,2018,12,16,0,0,0,0,75.0,0,0
12556,3,0,0,2,0,0,1,83,2018,12,30,1,0,0,0,121.8,0,0
12557,1,0,0,2,0,0,1,32,2018,4,13,1,0,0,0,140.7,0,1
12558,2,0,0,2,0,0,1,7,2017,9,9,1,0,0,0,161.33,2,0
12559,2,0,1,1,0,0,0,232,2018,7,2,1,0,0,0,131.4,0,1
12560,2,0,2,5,0,0,1,171,2018,7,20,1,0,0,0,106.13,1,1
12561,3,0,2,3,2,0,1,51,2018,8,15,1,0,0,0,187.5,1,1
12562,3,0,2,2,0,0,1,56,2018,4,23,1,0,0,0,130.05,0,1
12563,2,0,0,3,0,0,0,76,2018,5,17,0,0,0,0,80.75,0,0
12564,2,0,0,3,0,0,0,122,2018,12,8,1,0,0,0,68.0,0,0
12565,2,0,2,2,0,0,0,66,2017,10,9,0,0,0,0,75.0,0,1
12566,2,0,2,1,2,0,0,110,2018,5,8,0,0,0,0,94.5,0,0
12567,1,0,2,1,0,0,0,116,2018,2,28,0,0,0,0,62.0,0,0
12568,3,0,0,2,0,0,1,119,2018,6,29,1,0,0,0,146.7,3,0
12569,2,0,1,1,0,0,0,60,2018,4,21,0,0,0,0,75.0,0,0
12570,2,0,2,3,2,0,0,30,2018,4,8,0,0,0,0,110.16,0,1
12571,2,2,1,2,0,0,3,66,2018,4,30,1,0,0,0,168.3,2,0
12572,3,0,0,4,0,0,1,124,2018,8,8,1,0,0,0,146.7,0,1
12573,2,0,0,2,2,0,0,265,2018,10,24,1,0,0,0,115.0,1,1
12574,2,0,1,3,1,0,0,268,2018,5,1,1,0,0,0,95.4,0,1
12575,1,0,0,1,0,0,1,3,2017,9,1,0,0,0,0,75.0,0,0
12576,2,0,2,2,0,0,0,152,2018,7,20,1,0,0,0,114.3,1,1
12577,2,0,0,4,0,0,0,106,2018,4,26,1,0,0,0,91.44,0,1
12578,2,0,2,2,0,0,0,122,2018,4,27,1,0,0,0,95.2,2,0
12579,1,0,2,1,0,0,0,116,2018,2,28,0,0,0,0,75.0,0,0
12580,1,0,0,2,0,0,0,151,2018,1,19,0,0,0,0,87.0,0,0
12581,2,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1
12582,2,1,2,1,0,0,0,33,2018,10,29,1,0,0,0,109.1,2,0
12583,2,0,2,2,0,0,0,263,2018,10,20,1,0,0,0,100.3,0,1
12584,1,1,0,1,0,0,0,15,2018,10,1,1,0,0,0,135.0,0,1
12585,2,0,0,3,0,0,0,308,2018,11,25,0,0,0,0,52.0,0,0
12586,2,0,1,2,0,0,0,88,2018,10,7,2,0,0,0,90.0,1,0
12587,1,0,0,2,0,0,0,9,2018,5,17,0,0,0,0,90.0,0,0
12588,2,0,2,3,1,0,0,308,2018,10,23,1,0,0,0,91.3,0,1
12589,1,0,0,2,0,0,0,59,2018,10,29,0,0,0,0,75.0,0,0
12590,2,0,0,4,0,0,0,327,2017,9,9,1,0,0,0,88.0,1,0
12591,2,0,0,3,0,0,0,279,2017,10,12,0,0,0,0,110.0,0,1
12592,3,0,2,0,0,0,5,5,2018,7,25,1,0,0,0,181.0,2,0
12593,2,0,1,2,0,0,1,119,2018,7,11,0,0,0,0,82.45,0,0
12594,2,0,0,3,1,0,0,240,2018,9,9,1,0,0,0,95.4,0,1
12595,2,0,2,1,2,0,0,117,2017,8,1,1,0,0,0,96.05,0,0
12596,2,0,2,5,0,0,1,141,2018,7,5,0,0,0,0,82.45,1,0
12597,2,0,0,3,1,0,0,130,2018,5,16,1,0,0,0,89.25,0,0
12598,2,0,2,3,2,0,0,29,2018,4,8,1,0,0,0,183.67,1,0
12599,1,0,0,2,0,0,0,111,2018,10,10,0,0,0,0,120.0,0,1
12600,2,0,0,2,0,0,0,4,2017,12,1,1,1,1,0,69.0,1,0
12601,2,0,2,2,0,0,0,109,2018,4,29,1,0,0,0,88.83,1,0
12602,3,0,0,2,0,0,0,39,2018,12,30,1,0,0,0,161.78,3,0
12603,1,0,1,2,0,0,0,47,2018,3,5,1,0,0,0,73.95,0,1
12604,2,0,0,4,1,0,0,192,2018,8,9,1,0,0,0,94.5,0,1
12605,2,0,1,4,0,0,0,208,2018,8,29,1,0,0,0,113.4,0,1
12606,2,1,0,1,0,0,0,175,2018,8,24,1,0,0,0,121.5,0,1
12607,2,0,2,1,0,0,1,2,2018,9,20,1,0,0,0,164.0,2,0
12608,1,0,2,7,0,0,0,62,2017,7,18,1,0,0,0,68.0,0,1
12609,1,0,2,2,0,0,1,62,2018,9,2,1,0,0,0,120.96,0,0
12610,2,0,2,8,0,0,1,68,2018,9,8,1,0,0,0,149.4,2,0
12611,1,0,0,2,2,0,0,12,2018,12,14,0,0,0,0,88.0,0,0
12612,3,0,0,2,0,0,1,20,2018,9,30,1,0,0,0,187.0,0,0
12613,2,0,1,2,0,0,0,105,2017,11,26,1,0,0,0,72.25,0,0
12614,2,1,0,3,0,0,0,14,2018,9,15,1,0,0,0,145.67,1,0
12615,3,0,2,2,0,0,1,1,2018,3,27,1,0,0,0,161.0,1,0
12616,2,0,0,3,0,0,0,188,2018,8,3,1,0,0,0,105.3,0,1
12617,2,0,1,3,0,0,0,219,2018,10,12,1,0,0,0,102.85,2,1
12618,2,0,0,1,0,0,0,29,2017,12,31,0,0,0,0,118.0,0,0
12619,2,0,2,2,0,0,2,9,2017,12,17,1,0,0,0,105.25,1,0
12620,1,0,2,2,0,0,0,163,2018,10,23,0,0,0,0,80.75,0,0
12621,2,0,1,2,0,0,0,80,2018,4,11,0,0,0,0,72.76,0,0
12622,2,1,2,5,0,0,0,64,2018,4,1,1,0,0,0,109.65,0,1
12623,2,2,1,1,0,0,3,39,2018,4,12,1,0,0,0,177.3,2,0
12624,2,0,1,1,0,0,0,158,2018,3,25,0,0,0,0,70.0,0,1
12625,1,0,2,2,0,0,0,32,2018,3,4,1,0,0,0,63.75,0,1
12626,2,0,0,2,0,0,0,164,2018,8,31,1,0,0,0,126.9,0,1
12627,3,0,1,4,0,0,1,162,2018,8,1,1,0,0,0,130.05,0,1
12628,2,1,1,0,0,0,0,65,2018,7,24,1,0,0,0,112.5,0,1
12629,2,1,2,1,0,1,0,49,2018,12,3,1,0,0,0,109.8,1,0
12630,2,1,2,1,0,0,0,180,2018,7,28,1,0,0,0,112.5,1,1
12631,2,0,2,1,0,0,0,215,2018,7,2,1,0,0,0,96.3,1,0
12632,2,0,0,2,0,0,0,178,2018,8,22,1,0,0,0,102.3,1,1
12633,3,0,0,3,0,0,1,160,2018,8,13,1,0,0,0,137.7,1,1
12634,2,1,0,2,0,0,3,29,2018,6,13,0,0,0,0,217.1,2,0
12635,2,0,1,3,0,0,0,171,2018,8,5,1,0,0,0,90.95,0,0
12636,1,0,0,3,0,0,1,1,2018,10,13,1,0,0,0,184.0,1,0
12637,2,1,0,3,0,0,0,59,2018,12,29,1,0,0,0,109.8,0,1
12638,2,0,0,2,0,1,0,146,2018,7,5,1,0,0,0,114.3,1,0
12639,2,0,2,1,0,0,2,44,2018,1,23,1,0,0,0,9.0,1,0
12640,2,0,1,4,0,0,0,214,2018,8,8,1,0,0,0,90.95,1,0
12641,2,0,0,3,0,1,1,75,2018,3,31,1,0,0,0,123.3,0,0
12642,3,0,2,3,0,0,0,160,2018,7,24,1,0,0,0,130.05,0,1
12643,2,0,2,2,1,0,0,247,2018,11,19,1,0,0,0,63.75,0,1
12644,2,1,0,1,0,0,0,45,2018,8,30,1,0,0,0,161.1,2,1
12645,2,0,1,1,1,0,0,167,2018,10,5,1,0,0,0,98.1,0,1
12646,2,1,0,3,0,0,0,122,2018,5,12,1,0,0,0,121.5,0,1
12647,2,0,1,1,2,0,1,26,2018,3,19,1,0,0,0,130.22,0,1
12648,2,0,0,2,0,0,0,174,2018,9,13,1,0,0,0,126.9,2,1
12649,2,0,1,3,1,0,0,268,2018,10,1,1,0,0,0,95.4,0,1
12650,2,0,1,4,0,0,0,259,2018,12,7,1,0,0,0,73.95,2,0
12651,2,0,0,2,2,0,0,19,2018,6,22,1,0,0,0,115.0,0,1
12652,3,0,0,2,0,0,1,23,2018,11,11,1,0,0,0,146.2,3,0
12653,1,0,2,2,0,0,0,124,2018,5,30,1,0,0,0,97.02,1,1
12654,2,0,2,5,0,0,0,179,2018,7,30,1,0,0,0,114.3,0,1
12655,2,0,0,1,0,0,1,21,2018,9,28,1,0,0,0,164.0,0,1
12656,2,0,0,2,0,0,1,28,2017,10,19,0,0,0,0,75.0,1,0
12657,1,0,0,1,0,0,0,0,2018,12,16,2,1,0,6,65.0,2,0
12658,2,0,0,3,0,0,0,192,2017,9,8,0,0,0,0,102.0,0,0
12659,2,0,0,1,2,0,1,1,2017,10,1,0,0,0,0,108.0,0,0
12660,2,0,0,4,0,0,0,188,2018,7,20,1,0,0,0,90.95,1,0
12661,2,0,0,1,0,0,0,173,2017,9,4,1,0,0,0,85.5,2,1
12662,2,1,1,3,2,0,1,56,2018,12,21,1,0,0,0,140.72,2,0
12663,1,0,0,1,0,0,0,65,2017,9,2,2,0,0,0,100.0,0,0
12664,3,0,2,1,0,0,1,3,2018,6,13,1,0,0,0,150.33,2,0
12665,2,1,1,3,0,0,0,207,2018,8,29,1,0,0,0,123.25,1,1
12666,2,0,0,3,0,0,2,1,2018,12,22,1,0,0,0,78.25,1,0
12667,2,0,0,3,0,0,1,22,2017,11,18,0,0,0,0,75.0,0,0
12668,1,0,1,2,0,0,0,161,2018,5,25,0,0,0,0,130.0,0,1
12669,0,2,0,1,0,0,2,381,2018,12,23,1,0,0,0,69.5,1,1
12670,2,0,1,1,0,0,0,30,2017,11,30,0,0,0,0,76.5,0,0
12671,2,0,0,3,0,0,0,59,2018,11,17,0,0,0,0,75.0,1,0
12672,2,0,0,1,0,0,1,3,2018,9,30,1,0,0,0,175.0,1,0
12673,2,0,0,3,1,0,0,240,2018,10,30,1,0,0,0,80.75,0,1
12674,2,0,1,4,0,0,0,135,2018,5,13,1,0,0,0,79.72,0,1
12675,2,0,0,2,2,0,0,21,2018,3,4,1,0,0,0,129.0,0,1
12676,2,0,0,1,2,0,0,221,2018,8,12,0,0,0,0,48.0,0,0
12677,1,0,0,3,0,0,0,28,2018,5,19,2,0,0,0,89.0,0,1
12678,3,0,2,2,0,0,1,204,2018,10,7,1,0,0,0,141.3,0,1
12679,3,0,2,1,0,0,1,34,2018,10,10,1,0,0,0,186.0,0,1
12680,1,0,0,2,0,0,0,88,2018,12,10,4,0,0,0,0.0,0,0
12681,2,0,0,1,0,0,0,115,2018,5,19,1,0,0,0,114.3,0,1
12682,2,0,1,3,0,0,0,48,2018,3,2,0,0,0,0,80.2,0,0
12683,2,0,0,3,0,0,1,50,2017,11,11,0,0,0,0,60.0,0,0
12684,2,1,1,3,0,0,0,42,2018,3,21,1,0,0,0,102.0,1,0
12685,1,0,0,3,0,0,0,151,2018,1,19,0,0,0,0,80.0,1,0
12686,2,0,0,1,0,0,0,199,2018,8,3,1,0,0,0,85.5,0,1
12687,2,0,0,2,2,0,0,103,2018,4,19,0,0,0,0,115.0,1,1
12688,2,0,0,2,0,0,0,17,2017,9,16,0,0,0,0,48.0,0,0
12689,3,0,1,2,0,0,1,4,2018,2,27,1,0,0,0,133.0,1,0
12690,1,0,0,3,0,0,0,166,2018,6,1,1,0,0,0,110.0,2,1
12691,1,0,0,1,0,0,0,41,2018,5,4,2,0,0,0,89.0,0,1
12692,2,0,2,2,0,0,0,268,2018,4,8,0,0,0,0,78.0,1,0
12693,2,0,2,2,0,0,1,23,2017,12,4,0,0,0,0,55.0,0,0
12694,3,0,0,3,0,0,1,150,2018,7,21,1,0,0,0,130.05,1,1
12695,2,0,0,2,0,0,0,79,2017,11,13,0,0,0,0,65.0,0,0
12696,2,0,2,0,0,0,0,1,2017,9,20,0,0,0,0,111.2,0,0
12697,2,0,0,2,0,0,0,41,2018,10,21,1,0,0,0,160.0,1,1
12698,2,0,1,1,0,0,1,123,2018,7,18,1,0,0,0,118.8,1,1
12699,2,0,1,1,0,0,0,159,2018,4,19,0,0,0,0,70.0,0,0
12700,2,0,0,2,0,0,0,141,2018,4,25,0,0,0,0,90.0,0,0
12701,1,0,2,7,0,0,0,11,2018,5,18,1,0,0,0,76.93,1,0
12702,3,0,0,2,0,0,1,55,2018,6,2,1,0,0,0,159.3,1,0
12703,2,0,2,2,0,0,0,211,2018,5,20,0,0,0,0,100.0,0,1
12704,2,0,0,1,2,0,0,103,2017,7,18,0,0,0,0,94.5,0,1
12705,2,0,2,3,0,0,1,78,2018,9,20,0,0,0,0,90.95,0,0
12706,2,0,1,2,1,0,0,180,2018,8,25,1,0,0,0,85.5,0,1
12707,2,0,2,1,1,0,0,81,2018,3,5,1,0,0,0,67.5,0,1
12708,2,0,0,2,2,0,0,257,2017,7,1,1,0,0,0,101.5,0,1
12709,2,0,0,2,0,0,2,29,2018,2,19,1,0,0,0,86.75,0,1
12710,2,0,0,3,0,0,0,58,2018,11,19,0,0,0,0,75.0,0,0
12711,2,0,0,3,0,0,0,45,2018,11,16,0,0,0,0,75.0,0,0
12712,2,0,0,3,0,0,0,122,2018,5,5,0,0,0,0,105.3,1,0
12713,2,0,2,5,0,0,1,34,2017,10,11,1,0,0,0,82.94,0,0
12714,3,0,0,4,0,0,1,105,2018,8,24,1,0,0,0,150.3,2,0
12715,2,2,1,2,0,0,3,34,2018,9,5,1,0,0,0,208.93,0,1
12716,2,0,2,5,0,0,0,114,2018,9,19,1,0,0,0,129.6,0,1
12717,2,0,2,2,0,0,1,91,2018,4,9,1,0,0,0,69.64,1,1
12718,2,0,2,3,0,0,1,230,2018,9,26,1,0,0,0,137.0,0,1
12719,2,1,0,3,0,0,0,42,2018,3,22,0,0,0,0,76.05,1,0
12720,1,0,0,2,0,0,0,65,2017,7,2,2,0,0,0,68.0,0,0
12721,2,0,1,2,0,0,1,136,2018,5,16,1,0,0,0,117.11,1,0
12722,1,0,0,2,0,0,0,2,2018,2,18,2,1,2,9,66.0,0,0
12723,2,0,1,3,0,0,0,187,2018,9,19,1,0,0,0,119.85,1,1
12724,2,0,2,4,0,0,0,111,2018,7,6,1,0,0,0,114.3,1,0
12725,2,2,2,1,0,0,3,6,2018,3,18,1,0,0,0,189.0,0,0
12726,3,0,1,2,0,0,1,78,2018,4,1,1,0,0,0,128.7,1,1
12727,2,0,0,4,0,0,1,112,2018,6,18,1,0,0,0,132.6,1,1
12728,1,0,0,1,0,0,0,5,2018,5,24,0,0,0,0,100.0,0,0
12729,1,0,0,1,0,0,0,221,2018,12,31,1,0,0,0,115.5,0,0
12730,2,0,0,2,0,0,0,133,2018,7,12,1,0,0,0,105.3,2,0
12731,2,0,0,3,1,0,0,115,2018,10,17,1,0,0,0,108.0,0,1
12732,2,0,2,2,0,0,0,80,2018,7,5,0,0,0,0,72.25,1,0
12733,2,0,2,1,1,0,0,96,2018,12,10,1,0,0,0,57.6,1,0
12734,2,0,1,3,0,0,0,74,2018,12,4,0,0,0,0,75.0,0,0
12735,2,1,0,2,0,0,1,13,2018,4,10,1,0,0,0,126.0,0,0
12736,2,0,1,1,0,0,5,0,2018,6,12,4,1,1,5,0.0,4,0
12737,2,0,2,5,0,1,1,31,2018,6,30,1,0,0,0,156.15,1,0
12738,2,0,0,2,2,0,1,122,2018,3,27,0,0,0,0,107.0,1,0
12739,2,0,1,0,0,0,1,131,2018,10,29,1,0,0,0,104.4,1,1
12740,2,1,1,2,0,0,0,12,2018,8,19,0,0,0,0,90.0,2,0
12741,2,0,0,3,0,0,0,40,2018,10,20,0,0,0,0,85.0,0,1
12742,2,0,2,3,1,0,0,60,2018,3,20,1,0,0,0,63.75,0,1
12743,2,1,0,2,0,0,0,123,2018,8,29,1,0,0,0,114.75,1,1
12744,1,0,0,3,0,0,0,88,2018,5,5,1,0,0,0,121.5,0,1
12745,2,0,2,1,1,0,0,48,2018,2,20,1,0,0,0,67.5,0,0
12746,2,0,1,0,0,0,0,122,2017,7,27,1,0,0,0,76.5,1,1
12747,2,0,0,4,0,0,0,55,2018,12,7,1,0,0,0,68.07,1,0
12748,2,0,0,4,0,0,0,164,2018,5,19,1,0,0,0,99.45,0,0
12749,3,0,2,5,0,0,1,105,2018,6,26,0,0,0,0,95.37,1,0
12750,2,0,2,3,0,0,0,116,2018,2,28,0,0,0,0,70.0,0,0
12751,3,0,1,5,0,0,1,32,2018,4,15,1,0,0,0,126.9,0,1
12752,2,0,1,3,0,0,0,45,2018,11,24,0,0,0,0,75.0,0,0
12753,2,0,0,2,1,0,0,264,2018,7,4,1,0,0,0,95.4,1,1
12754,3,0,1,2,0,0,1,242,2018,10,5,1,0,0,0,159.3,0,1
12755,2,0,2,2,0,0,0,193,2018,7,15,1,0,0,0,95.2,1,0
12756,2,1,0,4,0,0,0,1,2018,8,9,1,0,0,0,169.33,2,0
12757,2,0,0,1,0,0,0,292,2018,7,21,1,0,0,0,121.5,0,1
12758,2,0,1,3,2,0,0,88,2018,10,24,0,0,0,0,106.25,1,0
12759,2,0,1,2,0,0,0,144,2018,4,25,1,0,0,0,80.75,0,0
12760,0,2,1,2,0,0,2,70,2018,12,19,1,0,0,0,77.86,2,0
12761,2,0,2,2,0,0,0,179,2018,7,27,1,0,0,0,90.95,1,0
12762,1,0,1,4,0,0,0,245,2018,7,6,0,0,0,0,110.0,0,0
12763,2,0,1,2,0,0,0,40,2018,10,19,0,0,0,0,80.75,0,0
12764,2,0,2,1,0,0,0,172,2018,8,20,1,0,0,0,108.3,0,1
12765,2,0,2,5,0,0,1,6,2018,5,13,1,0,0,0,136.0,1,0
12766,2,0,0,3,0,0,1,1,2018,10,25,0,0,0,0,107.0,0,0
12767,3,0,2,2,0,0,1,68,2018,7,24,1,0,0,0,137.7,1,0
12768,3,0,0,3,0,0,1,69,2018,4,7,1,0,0,0,137.7,3,0
12769,2,0,1,3,0,0,0,193,2018,6,20,0,0,0,0,130.0,0,1
12770,1,0,1,1,0,0,0,282,2017,10,10,0,0,0,0,77.0,0,0
12771,1,0,2,0,0,0,0,5,2018,9,20,4,1,2,5,0.0,1,0
12772,2,0,0,2,1,1,0,11,2018,1,1,1,1,11,10,86.0,1,0
12773,2,0,0,3,0,0,0,29,2018,10,16,0,0,0,0,85.0,0,0
12774,2,2,0,5,0,0,3,5,2018,6,30,1,0,0,0,206.0,4,0
12775,2,0,1,4,2,0,0,197,2018,8,21,0,0,0,0,112.0,1,0
12776,2,0,0,2,0,0,1,172,2018,8,17,1,0,0,0,137.7,0,1
12777,2,0,1,2,0,0,0,155,2018,8,25,1,0,0,0,130.5,1,1
12778,2,0,1,1,0,0,1,64,2018,9,18,1,0,0,0,149.4,1,1
12779,2,0,0,3,0,0,1,160,2018,8,14,1,0,0,0,131.4,0,1
12780,3,0,0,1,0,0,0,19,2017,10,2,0,0,0,0,90.0,1,0
12781,2,0,2,1,0,0,0,132,2018,7,24,1,0,0,0,70.44,0,0
12782,2,0,1,2,0,0,0,31,2017,9,19,0,0,0,0,75.0,0,0
12783,1,0,1,3,0,0,0,271,2018,9,21,0,0,0,0,85.67,0,0
12784,1,0,2,0,1,0,0,121,2018,5,7,1,0,0,0,103.5,0,0
12785,2,0,0,3,2,0,0,296,2018,9,21,1,0,0,0,117.0,1,1
12786,2,0,2,3,0,0,0,180,2018,10,1,1,0,0,0,108.9,2,1
12787,3,0,2,4,0,0,0,79,2018,5,11,1,0,0,0,150.45,1,1
12788,2,0,2,1,0,0,0,124,2018,7,9,1,0,0,0,114.3,1,0
12789,2,1,0,3,0,0,0,127,2018,8,12,1,0,0,0,130.5,2,1
12790,2,2,0,1,0,0,5,15,2018,6,17,1,0,0,0,278.0,2,0
12791,2,0,1,3,0,0,2,111,2018,4,4,1,0,0,0,73.74,0,0
12792,2,0,0,2,0,0,0,164,2018,8,4,1,0,0,0,108.45,0,1
12793,2,0,0,3,0,0,1,74,2018,4,26,1,0,0,0,118.8,0,1
12794,3,0,2,3,0,0,0,59,2017,12,29,0,0,0,0,118.0,1,0
12795,2,2,1,3,2,0,5,86,2018,10,24,1,0,0,0,221.18,0,1
12796,1,0,0,1,0,0,0,48,2017,10,13,0,0,0,0,80.0,0,0
12797,3,0,0,3,2,0,1,29,2018,11,16,1,0,0,0,140.0,2,0
12798,2,2,2,1,0,0,3,88,2018,9,3,1,0,0,0,207.9,1,1
12799,2,0,4,10,0,0,0,213,2018,10,3,1,0,0,0,102.85,0,1
12800,2,0,0,2,2,0,0,39,2017,8,23,0,0,0,0,109.0,0,0
12801,1,0,0,1,0,0,0,33,2018,2,25,2,0,0,0,59.0,0,0
12802,2,0,0,1,0,0,1,14,2018,9,15,1,0,0,0,156.5,4,0
12803,2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,109.0,0,0
12804,2,0,1,4,1,0,0,144,2018,7,11,1,0,0,0,97.75,0,1
12805,2,0,1,2,0,0,0,0,2018,8,8,0,0,0,0,75.0,0,1
12806,3,0,0,2,0,0,1,143,2018,7,13,1,0,0,0,137.7,0,0
12807,3,0,2,5,0,0,1,113,2018,5,16,1,0,0,0,137.21,2,0
12808,1,0,1,1,0,0,0,32,2018,7,20,0,0,0,0,85.0,0,0
12809,2,0,1,3,0,0,2,287,2018,9,29,1,0,0,0,100.3,0,1
12810,3,0,2,1,0,0,1,156,2018,8,28,1,0,0,0,128.7,2,1
12811,1,0,0,2,0,1,0,0,2018,3,23,4,1,0,3,0.0,1,0
12812,2,0,1,0,1,0,0,103,2018,7,18,1,0,0,0,94.5,1,0
12813,1,0,0,1,0,0,0,27,2018,6,29,2,1,0,11,65.0,0,0
12814,2,0,1,3,0,0,0,85,2017,9,5,0,0,0,0,85.0,0,0
12815,2,2,2,1,0,0,3,34,2018,9,24,1,0,0,0,207.9,0,1
12816,2,0,1,2,0,0,0,151,2018,7,11,0,0,0,0,72.25,1,0
12817,2,0,0,2,1,0,0,66,2018,3,11,1,0,0,0,67.5,0,0
12818,2,2,0,1,0,0,3,2,2018,5,25,1,0,0,0,250.0,0,0
12819,1,0,2,4,0,0,0,77,2018,3,7,1,0,0,0,76.5,0,1
12820,2,0,2,1,0,0,0,282,2018,10,10,0,0,0,0,76.67,0,0
12821,2,0,2,1,0,0,0,110,2018,5,23,1,0,0,0,112.01,0,1
12822,2,0,2,5,0,0,3,60,2018,9,20,1,0,0,0,139.5,0,1
12823,2,0,0,2,2,0,0,30,2017,10,30,0,0,0,0,121.0,0,0
12824,2,0,2,4,0,0,0,4,2017,11,6,0,0,0,0,68.0,0,0
12825,2,0,1,3,0,0,0,285,2018,10,3,1,0,0,0,80.0,0,1
12826,2,1,1,0,0,0,0,3,2018,1,6,1,0,0,0,94.0,0,0
12827,2,0,0,2,0,0,0,46,2017,11,4,0,0,0,0,75.0,0,0
12828,2,1,2,3,0,0,0,56,2018,12,24,1,0,0,0,115.09,2,0
12829,2,0,1,3,0,0,1,95,2018,10,6,1,0,0,0,132.3,0,1
12830,2,0,0,4,0,0,1,87,2018,7,26,1,0,0,0,118.8,2,0
12831,1,0,6,17,0,0,0,9,2018,1,28,1,0,0,0,68.23,0,0
12832,2,0,1,3,0,0,0,168,2018,6,2,1,0,0,0,116.55,0,1
12833,2,0,2,1,0,0,0,290,2018,6,17,0,0,0,0,72.0,1,0
12834,2,0,2,4,0,0,0,232,2018,12,23,1,0,0,0,76.84,1,0
12835,1,0,0,3,2,0,1,77,2017,8,23,0,0,0,0,108.65,0,0
12836,2,0,1,2,0,0,0,267,2018,9,24,0,0,0,0,90.0,0,1
12837,3,0,0,3,0,1,1,13,2018,3,25,1,0,0,0,192.67,1,0
12838,1,0,0,2,2,0,0,74,2017,9,30,0,0,0,0,80.0,0,0
12839,2,0,0,1,1,0,0,138,2018,11,2,1,0,0,0,79.2,0,1
12840,1,0,0,2,0,0,0,1,2018,3,6,2,1,0,12,66.0,1,0
12841,2,0,0,2,0,0,0,308,2018,11,22,0,0,0,0,52.0,0,1
12842,2,0,0,3,0,0,0,211,2018,5,20,1,0,0,0,100.0,0,1
12843,2,0,1,4,0,0,1,78,2018,3,10,1,0,0,0,83.85,1,0
12844,2,0,2,1,0,0,0,109,2018,4,24,0,0,0,0,58.0,0,0
12845,1,0,1,1,0,0,0,3,2018,4,18,0,0,0,0,65.0,0,0
12846,2,0,1,1,0,0,0,33,2018,3,4,0,0,0,0,38.67,0,0
12847,2,2,2,2,0,0,2,29,2018,10,2,1,0,0,0,139.05,4,0
12848,3,0,2,2,0,0,1,163,2018,12,23,1,0,0,0,122.4,2,0
12849,1,0,0,4,0,0,0,80,2018,11,10,1,0,0,0,88.4,1,1
12850,2,1,2,5,1,0,0,74,2018,2,31,1,0,0,0,61.08,1,0
12851,3,0,0,2,0,0,1,20,2018,5,24,1,0,0,0,147.0,2,0
12852,1,0,1,1,0,0,1,4,2018,9,17,4,0,0,0,0.0,1,0
12853,2,1,1,4,0,0,0,64,2018,3,28,1,0,0,0,101.15,0,0
12854,2,0,1,3,0,0,0,99,2017,12,31,1,0,0,0,93.78,1,0
12855,3,0,0,4,0,0,1,149,2018,8,7,1,0,0,0,138.55,0,1
12856,1,0,2,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
12857,2,0,0,3,1,0,0,164,2018,6,2,1,0,0,0,116.1,1,1
12858,1,0,1,1,0,0,0,80,2018,11,21,1,0,0,0,86.4,0,1
12859,2,0,1,3,0,0,0,194,2018,9,12,0,0,0,0,101.4,0,0
